710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710
710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710
710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710
710,710,710,710,710,710,710,710,710,710,710,710,710,710,733,733,733,733,733,733
710,710,614,614,614,614,710,710,710,710,710,710,710,710,733,733,733,733,733,733
710,710,614,612,612,614,710,710,710,710,710,710,710,710,733,1074,1075,1075,1075,1075
710,710,614,612,612,614,710,710,710,710,710,710,710,710,733,1138,1138,1138,1138,1138
710,710,614,612,612,614,710,710,710,710,710,710,710,710,733,1138,1138,1138,1138,1138
710,710,614,614,614,614,710,710,710,710,710,710,710,710,733,1138,1138,1138,1138,1138
710,710,710,710,710,710,710,710,710,710,710,710,710,710,733,1138,1138,1138,1138,1138
710,710,710,710,710,710,710,710,710,710,710,710,710,710,733,733,733,733,733,733
