515,515,515,515,515,515,710,710,612,612,612,612,612,612,612,612,612,612,612,612
515,515,515,515,515,515,710,710,612,612,612,612,612,612,612,612,612,612,612,612
515,515,515,515,515,515,710,710,612,612,612,742,743,742,743,742,743,742,743,612
515,515,515,515,515,515,710,710,612,612,612,774,775,774,775,774,775,774,775,612
515,515,515,515,515,515,710,710,612,612,612,742,743,742,743,742,743,742,743,612
515,515,515,515,515,515,710,710,612,612,612,774,775,774,775,774,775,774,775,612
515,515,515,515,515,515,710,710,612,612,612,742,743,742,743,742,743,742,743,612
515,515,515,515,515,515,710,710,612,612,612,774,775,774,775,774,775,774,775,612
804,838,839,838,839,804,710,710,612,612,612,612,612,612,612,612,612,612,612,612
804,870,838,839,871,804,710,710,612,612,612,612,612,612,612,612,612,612,612,612
804,804,870,871,804,804,710,710,612,612,612,612,612,612,612,612,612,612,612,612
