-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,505,109,110,111,111,458,459,459,459
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,441,141,142,143,143,490,459,459,459
424,425,457,425,424,425,-1,-1,440,-1,-1,473,424,425,435,425,488,459,459,459
456,457,457,425,424,425,-1,434,504,-1,-1,441,433,392,393,457,488,459,459,459
489,489,435,435,456,457,-1,-1,-1,-1,-1,473,424,435,433,489,488,459,459,459
489,432,389,389,424,424,-1,-1,440,-1,-1,505,456,392,393,424,488,459,459,459
-1,-1,421,421,-1,-1,-1,-1,472,-1,-1,441,434,435,457,435,488,459,459,459
448,449,448,449,448,449,448,449,504,-1,-1,473,425,488,434,434,488,459,459,459
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,505,434,425,457,456,488,459,459,459
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,441,424,433,393,434,488,459,459,459
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,505,456,240,241,457,488,491,491,491
