515,515,515,515,515,515,515,710,710,710,612,708,708,612,612,612,612,612,612,612
515,515,515,515,515,515,515,710,710,710,612,612,612,612,612,612,612,612,612,612
515,515,515,515,515,515,515,710,710,710,612,612,708,708,612,612,612,612,612,612
515,515,515,515,515,515,515,710,710,710,612,612,612,612,612,612,612,612,612,612
515,515,515,515,515,515,515,710,710,710,612,612,612,612,612,612,612,612,612,612
742,743,742,743,742,743,710,710,710,710,612,612,612,612,612,612,612,612,612,612
774,775,774,775,774,775,710,710,710,710,612,612,612,612,612,612,612,612,612,612
804,804,804,804,804,804,804,710,710,710,742,743,742,743,742,743,742,743,742,743
804,804,804,804,804,804,804,710,710,710,774,775,774,775,774,775,774,775,774,775
804,804,804,804,804,804,804,710,710,710,742,743,742,743,742,743,742,743,742,743
804,804,804,804,804,804,804,710,710,710,774,775,774,775,774,775,774,775,774,775
